timestamp_s,eeg_1,eeg_2,eeg_3,eeg_4
-0.937500,3.417969,0.488281,0.488281,3.417969
-0.933594,-4.394531,-2.441406,-2.441406,-7.812500
-0.929688,19.042969,11.718750,12.695312,37.597656
-0.925781,116.699219,27.832031,32.714844,114.746094
-0.921875,120.605469,27.343750,34.667969,108.398438
-0.917969,-4.394531,32.714844,37.109375,15.625000
-0.914062,-83.984375,36.621094,38.574219,-92.285156
-0.910156,-20.996094,36.621094,36.621094,-0.488281
-0.906250,105.468750,31.250000,34.179688,118.652344
-0.902344,130.371094,31.738281,35.644531,107.910156
-0.898438,26.367188,39.550781,39.550781,30.273438
-0.894531,-66.894531,42.480469,42.480469,-83.007812
-0.890625,-20.019531,40.039062,39.062500,-15.625000
-0.886719,111.816406,35.644531,35.644531,115.722656
-0.882812,150.390625,35.644531,37.597656,119.628906
-0.878906,41.992188,42.968750,43.457031,48.828125
-0.875000,-64.453125,46.875000,47.363281,-73.730469
-0.871094,-34.179688,41.992188,44.921875,-32.226562
-0.867188,91.308594,37.109375,39.062500,105.957031
-0.863281,143.554688,39.550781,38.574219,119.628906
-0.859375,53.710938,46.875000,42.480469,61.523438
-0.855469,-53.222656,52.734375,43.457031,-60.058594
-0.851562,-42.480469,54.687500,41.992188,-43.945312
-0.847656,81.542969,49.804688,39.062500,101.562500
-0.843750,150.390625,47.363281,38.574219,127.441406
-0.839844,68.847656,45.410156,41.015625,73.242188
-0.835938,-49.804688,43.457031,45.898438,-46.875000
-0.832031,-55.175781,51.269531,45.410156,-63.476562
-0.828125,60.058594,55.664062,41.992188,78.613281
-0.824219,151.367188,60.058594,44.433594,128.906250
-0.820312,90.332031,67.382812,43.457031,83.984375
-0.816406,-39.062500,71.777344,46.386719,-32.714844
-0.812500,-63.476562,70.800781,48.828125,-74.707031
-0.808594,44.433594,60.058594,43.457031,61.035156
-0.804688,145.996094,58.105469,41.992188,126.464844
-0.800781,98.144531,62.988281,43.945312,92.773438
-0.796875,-27.832031,59.082031,45.898438,-21.972656
-0.792969,-67.382812,58.105469,45.410156,-91.308594
-0.789062,25.878906,56.152344,41.503906,40.527344
-0.785156,134.277344,60.058594,37.597656,121.582031
-0.781250,104.003906,73.730469,40.039062,93.261719
-0.777344,-14.648438,79.101562,45.898438,-6.835938
-0.773438,-70.800781,75.195312,44.433594,-92.285156
-0.769531,8.300781,67.871094,40.039062,24.414062
-0.765625,135.742188,61.523438,35.156250,121.093750
-0.761719,128.906250,62.500000,35.644531,101.074219
-0.757812,-0.488281,67.871094,39.550781,7.324219
-0.753906,-73.242188,69.335938,43.945312,-89.843750
-0.750000,-0.976562,64.941406,41.015625,11.718750
-0.746094,125.976562,58.593750,36.132812,126.464844
-0.742188,136.230469,58.105469,38.085938,114.746094
