timestamp_s,eeg_1,eeg_2,eeg_3,eeg_4
-0.937500,71.777344,7.324219,10.742188,42.480469
-0.933594,165.527344,24.902344,35.156250,95.703125
-0.929688,43.457031,38.085938,41.015625,44.921875
-0.925781,-113.769531,50.781250,43.457031,-30.761719
-0.921875,-54.199219,39.062500,41.015625,-25.390625
-0.917969,135.253906,20.996094,32.226562,69.824219
-0.914062,170.898438,26.855469,28.808594,90.820312
-0.910156,69.335938,37.109375,30.761719,51.757812
-0.906250,-90.332031,51.269531,36.621094,-21.484375
-0.902344,-64.453125,47.363281,37.109375,-29.296875
-0.898438,119.628906,27.343750,29.296875,61.523438
-0.894531,173.828125,25.390625,29.785156,91.308594
-0.890625,93.261719,36.132812,34.667969,68.847656
-0.886719,-87.402344,49.316406,40.039062,-9.277344
-0.882812,-89.355469,44.921875,36.621094,-34.179688
-0.878906,102.050781,28.808594,27.832031,51.757812
-0.875000,173.828125,22.949219,27.832031,92.773438
-0.871094,117.187500,30.761719,34.179688,85.937500
-0.867188,-70.800781,47.851562,42.968750,3.906250
-0.863281,-109.863281,43.457031,39.062500,-44.433594
-0.859375,67.871094,27.343750,27.343750,28.320312
-0.855469,157.226562,23.925781,26.367188,82.519531
-0.851562,124.023438,23.437500,31.250000,89.843750
-0.847656,-42.968750,37.597656,44.921875,23.925781
-0.843750,-110.839844,44.433594,49.804688,-23.925781
-0.839844,36.621094,30.761719,37.597656,30.273438
-0.835938,138.183594,25.878906,32.714844,75.683594
-0.832031,117.675781,19.042969,33.203125,77.148438
-0.828125,-43.457031,30.761719,40.039062,15.625000
-0.824219,-133.789062,43.457031,47.851562,-37.109375
-0.820312,3.417969,33.203125,38.085938,5.859375
-0.816406,134.277344,25.390625,27.343750,71.777344
-0.812500,135.253906,25.390625,30.761719,88.867188
-0.808594,-17.089844,41.503906,40.527344,32.714844
-0.804688,-129.882812,47.851562,41.503906,-31.250000
-0.800781,-9.765625,35.156250,33.691406,1.464844
-0.796875,137.695312,26.367188,24.414062,70.800781
